"Date","WL.igldm","AWL.igldm"
"2012-03-09",75.45581633,75.5046352825
"2012-03-10",75.4345578208333,75.4766119466667
"2012-03-11",75.41670068,75.4530723466667
"2012-03-12",75.41244898,75.44746768
"2012-03-13",75.42690476,75.4665235466667
"2012-03-14",75.42435374,75.4631607466667
"2012-03-15",75.4192517,75.4564351466667
"2012-03-16",75.4447619058333,75.4900631475
"2012-03-17",75.4439115616667,75.4889422133333
"2012-03-18",75.42605442,75.4654026133333
"2012-03-19",75.41414966,75.4497095466667
"2012-03-20",75.4064966,75.4396211466667
"2012-03-21",75.40309524,75.4351374108333
"2012-03-22",75.4005442191667,75.4317746083333
"2012-03-23",75.3886394566667,75.4160815366667
"2012-03-24",75.3843877525,75.41047687
"2012-03-25",75.3852380933333,75.4115978033333
"2012-03-26",75.37928571,75.40375127
"2012-03-27",75.38013605,75.4048722033333
"2012-03-28",75.3843877525,75.41047687
"2012-03-29",75.3911904783333,75.4194443375
"2012-03-30",75.39544218,75.4250490066667
"2012-03-31",75.39289116,75.4216862041667
"2012-04-01",75.3894897975,75.41720247
"2012-04-02",75.386938775,75.41383967
"2012-04-03",75.3826870708333,75.4082350033333
"2012-04-04",75.38183673,75.40711407
"2012-04-05",75.37163265,75.39366287
"2012-04-06",75.36823129,75.3891791366667
"2012-04-07",75.36142857,75.38021167
"2012-04-08",75.36057823,75.3790907366667
"2012-04-09",75.35887755,75.37684887
"2012-04-10",75.35802721,75.3757279366667
"2012-04-11",75.36142857,75.38021167
"2012-04-12",75.36312925,75.3824535366667
"2012-04-13",75.36312925,75.3824535366667
"2012-04-14",75.35717687,75.3746070033333
"2012-04-15",75.35717687,75.3746070033333
"2012-04-16",75.35802721,75.3757279366667
"2012-04-17",75.35887755,75.37684887
"2012-04-18",75.35207483,75.3678814025
"2012-04-19",75.34952381,75.3645186016667
"2012-04-20",75.34187075,75.354430195
"2012-04-21",75.34697279,75.3611557983333
"2012-04-22",75.35802721,75.3757279366667
"2012-04-23",75.3988435358333,75.4295327416667
"2012-04-24",75.4558163275,75.504635285
"2012-04-25",75.46346939,75.5147236875
"2012-04-26",75.4464625833333,75.4923050133333
"2012-04-27",75.43285714,75.47437008
"2012-04-28",75.415,75.45083048
"2012-04-29",75.39629252,75.42616994
"2012-04-30",75.3835374125,75.4093559375
"2012-05-01",75.3954421783333,75.4250490075
"2012-05-02",75.40479592,75.43737928
"2012-05-03",75.42520408,75.46428168
"2012-05-04",75.4277551,75.46764448
"2012-05-05",75.41414966,75.4497095466667
"2012-05-06",75.40139456,75.4328955433333
"2012-05-07",75.3860884341667,75.4127187366667
"2012-05-08",75.3988435375,75.4295327433333
"2012-05-09",75.42095238,75.4586770133333
"2012-05-10",75.41585034,75.4519514133333
"2012-05-11",75.4064966,75.4396211466667
"2012-05-12",75.39629252,75.4261699408333
"2012-05-13",75.3877891158333,75.4149606033333
"2012-05-14",75.3835374116667,75.4093559366667
"2012-05-15",75.37758503,75.4015094033333
"2012-05-16",75.37163265,75.39366287
"2012-05-17",75.36738095,75.3880582033333
"2012-05-18",75.35632653,75.37348607
"2012-05-19",75.34952381,75.3645186016667
"2012-05-20",75.34527211,75.3589139308333
"2012-05-21",75.34272109,75.3555511291667
"2012-05-22",75.33931973,75.3510673933333
"2012-05-23",75.33251701,75.3420999266667
"2012-05-24",75.325714285,75.33313246
"2012-05-25",75.3231632641667,75.32976966
"2012-05-26",75.3155102,75.31968126
"2012-05-27",75.30615646,75.3073509933333
"2012-05-28",75.3027551,75.30286726
"2012-05-29",75.29595238,75.2938997933333
"2012-05-30",75.28404762,75.2782067208333
"2012-05-31",75.27894558,75.2714811166667
"2012-06-01",75.2772449,75.2692392508333
"2012-06-02",75.31040816,75.31295566
"2012-06-03",75.31806122,75.32304406
