STATION,DATE,PRCP,TMAX,TMIN,WL
WATERTOWN REGIONAL AIRPORT SD US,1/1/43,0,-50,-133,74.602
WATERTOWN REGIONAL AIRPORT SD US,1/2/43,53,-128,-183,74.602
WATERTOWN REGIONAL AIRPORT SD US,1/3/43,89,-156,-272,74.605
WATERTOWN REGIONAL AIRPORT SD US,1/4/43,0,-172,-289,74.645
WATERTOWN REGIONAL AIRPORT SD US,1/5/43,0,-94,-278,74.651
WATERTOWN REGIONAL AIRPORT SD US,1/6/43,0,-139,-228,74.639
WATERTOWN REGIONAL AIRPORT SD US,1/7/43,0,-111,-239,74.63
WATERTOWN REGIONAL AIRPORT SD US,1/8/43,8,-17,-278,74.627
WATERTOWN REGIONAL AIRPORT SD US,1/9/43,0,-11,-61,74.618
WATERTOWN REGIONAL AIRPORT SD US,1/10/43,0,-11,-106,74.627
WATERTOWN REGIONAL AIRPORT SD US,1/11/43,0,-56,-161,74.642
WATERTOWN REGIONAL AIRPORT SD US,1/12/43,0,-122,-233,74.688
WATERTOWN REGIONAL AIRPORT SD US,1/13/43,0,22,-256,74.663
WATERTOWN REGIONAL AIRPORT SD US,1/14/43,0,17,-83,74.621
WATERTOWN REGIONAL AIRPORT SD US,1/15/43,46,-33,-122,74.679
WATERTOWN REGIONAL AIRPORT SD US,1/16/43,20,-111,-317,74.657
WATERTOWN REGIONAL AIRPORT SD US,1/17/43,0,-283,-361,74.651
WATERTOWN REGIONAL AIRPORT SD US,1/18/43,0,-267,-333,74.642
WATERTOWN REGIONAL AIRPORT SD US,1/19/43,0,-244,-350,74.761
WATERTOWN REGIONAL AIRPORT SD US,1/20/43,10,-256,-311,74.761
WATERTOWN REGIONAL AIRPORT SD US,1/21/43,0,-150,-256,74.636
WATERTOWN REGIONAL AIRPORT SD US,1/22/43,0,-161,-228,74.633
WATERTOWN REGIONAL AIRPORT SD US,1/23/43,0,-206,-261,74.648
WATERTOWN REGIONAL AIRPORT SD US,1/24/43,0,-200,-278,74.627
WATERTOWN REGIONAL AIRPORT SD US,1/25/43,0,-200,-328,74.651
WATERTOWN REGIONAL AIRPORT SD US,1/26/43,0,-100,-289,74.682
WATERTOWN REGIONAL AIRPORT SD US,1/27/43,0,-22,-122,74.669
WATERTOWN REGIONAL AIRPORT SD US,1/28/43,0,0,-122,74.663
WATERTOWN REGIONAL AIRPORT SD US,1/29/43,5,-6,-50,74.66
WATERTOWN REGIONAL AIRPORT SD US,1/30/43,3,-28,-133,74.633
WATERTOWN REGIONAL AIRPORT SD US,1/31/43,0,-133,-228,74.651
WATERTOWN REGIONAL AIRPORT SD US,2/1/43,0,-33,-250,74.761
WATERTOWN REGIONAL AIRPORT SD US,2/2/43,5,17,-167,74.703
WATERTOWN REGIONAL AIRPORT SD US,2/3/43,157,17,-100,74.66
WATERTOWN REGIONAL AIRPORT SD US,2/4/43,0,-28,-106,74.672
WATERTOWN REGIONAL AIRPORT SD US,2/5/43,0,-33,-156,74.697
WATERTOWN REGIONAL AIRPORT SD US,2/6/43,0,-72,-200,74.666
WATERTOWN REGIONAL AIRPORT SD US,2/7/43,0,28,-128,74.779
WATERTOWN REGIONAL AIRPORT SD US,2/8/43,0,-11,-72,74.807
WATERTOWN REGIONAL AIRPORT SD US,2/9/43,71,-39,-144,74.712
WATERTOWN REGIONAL AIRPORT SD US,2/10/43,25,-139,-239,74.654
WATERTOWN REGIONAL AIRPORT SD US,2/11/43,38,-94,-250,74.764
WATERTOWN REGIONAL AIRPORT SD US,2/12/43,8,-78,-217,74.749
WATERTOWN REGIONAL AIRPORT SD US,2/13/43,0,-156,-222,74.727
WATERTOWN REGIONAL AIRPORT SD US,2/14/43,5,-122,-294,74.791
WATERTOWN REGIONAL AIRPORT SD US,2/15/43,3,-106,-233,74.761
WATERTOWN REGIONAL AIRPORT SD US,2/16/43,0,-6,-228,74.733
WATERTOWN REGIONAL AIRPORT SD US,2/17/43,0,-22,-167,74.752
WATERTOWN REGIONAL AIRPORT SD US,2/18/43,0,56,-94,74.733
WATERTOWN REGIONAL AIRPORT SD US,2/19/43,0,39,-72,74.721
WATERTOWN REGIONAL AIRPORT SD US,2/20/43,0,28,-50,74.724
WATERTOWN REGIONAL AIRPORT SD US,2/21/43,0,44,-78,74.733
WATERTOWN REGIONAL AIRPORT SD US,2/22/43,0,94,-28,74.733
WATERTOWN REGIONAL AIRPORT SD US,2/23/43,0,-6,-50,74.727
WATERTOWN REGIONAL AIRPORT SD US,2/24/43,0,-33,-178,74.773
WATERTOWN REGIONAL AIRPORT SD US,2/25/43,8,-28,-178,74.767
WATERTOWN REGIONAL AIRPORT SD US,2/26/43,0,28,-183,74.758
WATERTOWN REGIONAL AIRPORT SD US,2/27/43,18,33,-78,74.791
WATERTOWN REGIONAL AIRPORT SD US,2/28/43,5,-28,-167,74.81
WATERTOWN REGIONAL AIRPORT SD US,3/1/43,0,-167,-233,74.813
WATERTOWN REGIONAL AIRPORT SD US,3/2/43,0,-156,-250,74.8
WATERTOWN REGIONAL AIRPORT SD US,3/3/43,0,-33,-178,74.825
WATERTOWN REGIONAL AIRPORT SD US,3/4/43,0,-22,-183,74.797
WATERTOWN REGIONAL AIRPORT SD US,3/5/43,5,-150,-206,74.816
WATERTOWN REGIONAL AIRPORT SD US,3/6/43,0,-150,-228,74.77
WATERTOWN REGIONAL AIRPORT SD US,3/7/43,0,-122,-250,74.886
WATERTOWN REGIONAL AIRPORT SD US,3/8/43,0,-28,-178,74.843
WATERTOWN REGIONAL AIRPORT SD US,3/9/43,0,-72,-128,74.788
WATERTOWN REGIONAL AIRPORT SD US,3/10/43,0,-22,-167,74.788
WATERTOWN REGIONAL AIRPORT SD US,3/11/43,0,17,-94,74.834
WATERTOWN REGIONAL AIRPORT SD US,3/12/43,0,61,-39,74.849
WATERTOWN REGIONAL AIRPORT SD US,3/13/43,0,-6,-50,74.849
WATERTOWN REGIONAL AIRPORT SD US,3/14/43,0,-11,-83,74.849
WATERTOWN REGIONAL AIRPORT SD US,3/15/43,251,-78,-144,74.849
WATERTOWN REGIONAL AIRPORT SD US,3/16/43,168,-139,-189,74.861
WATERTOWN REGIONAL AIRPORT SD US,3/17/43,33,-111,-194,74.901
WATERTOWN REGIONAL AIRPORT SD US,3/18/43,5,-44,-178,74.944
WATERTOWN REGIONAL AIRPORT SD US,3/19/43,15,-61,-139,74.922
WATERTOWN REGIONAL AIRPORT SD US,3/20/43,0,-22,-183,75.011
WATERTOWN REGIONAL AIRPORT SD US,3/21/43,0,-17,-178,74.98
WATERTOWN REGIONAL AIRPORT SD US,3/22/43,0,44,-94,74.98
WATERTOWN REGIONAL AIRPORT SD US,3/23/43,0,89,-6,74.983
WATERTOWN REGIONAL AIRPORT SD US,3/24/43,0,139,-11,74.977
WATERTOWN REGIONAL AIRPORT SD US,3/25/43,0,128,0,74.98
WATERTOWN REGIONAL AIRPORT SD US,3/26/43,0,22,-28,74.983
WATERTOWN REGIONAL AIRPORT SD US,3/27/43,25,0,-50,75.008
WATERTOWN REGIONAL AIRPORT SD US,3/28/43,0,111,-44,75.005
WATERTOWN REGIONAL AIRPORT SD US,3/29/43,0,222,22,74.996
WATERTOWN REGIONAL AIRPORT SD US,3/30/43,0,272,61,74.992
WATERTOWN REGIONAL AIRPORT SD US,3/31/43,0,128,33,75.014
WATERTOWN REGIONAL AIRPORT SD US,4/1/43,0,61,-39,75.032
WATERTOWN REGIONAL AIRPORT SD US,4/2/43,0,56,-56,75.084
WATERTOWN REGIONAL AIRPORT SD US,4/3/43,0,167,-6,75.081
WATERTOWN REGIONAL AIRPORT SD US,4/4/43,0,117,0,75.05
WATERTOWN REGIONAL AIRPORT SD US,4/5/43,0,89,-39,75.13
WATERTOWN REGIONAL AIRPORT SD US,4/6/43,0,161,22,75.111
WATERTOWN REGIONAL AIRPORT SD US,4/7/43,0,183,11,75.053
WATERTOWN REGIONAL AIRPORT SD US,4/8/43,0,217,11,75.06
WATERTOWN REGIONAL AIRPORT SD US,4/9/43,0,200,39,75.06
WATERTOWN REGIONAL AIRPORT SD US,4/10/43,0,144,6,75.084
WATERTOWN REGIONAL AIRPORT SD US,4/11/43,0,117,33,75.06
WATERTOWN REGIONAL AIRPORT SD US,4/12/43,0,78,-44,75.047
WATERTOWN REGIONAL AIRPORT SD US,4/13/43,0,6,-72,75.075
WATERTOWN REGIONAL AIRPORT SD US,4/14/43,0,44,-56,75.105
WATERTOWN REGIONAL AIRPORT SD US,4/15/43,0,239,-33,75.069
WATERTOWN REGIONAL AIRPORT SD US,4/16/43,0,100,-6,75.008
WATERTOWN REGIONAL AIRPORT SD US,4/17/43,0,167,-28,75.069
WATERTOWN REGIONAL AIRPORT SD US,4/18/43,0,83,-39,75.05
WATERTOWN REGIONAL AIRPORT SD US,4/19/43,0,106,-61,75.035
WATERTOWN REGIONAL AIRPORT SD US,4/20/43,0,161,-22,75.072
WATERTOWN REGIONAL AIRPORT SD US,4/21/43,0,211,33,75.093
WATERTOWN REGIONAL AIRPORT SD US,4/22/43,41,183,61,75.087
WATERTOWN REGIONAL AIRPORT SD US,4/23/43,0,233,22,75.09
WATERTOWN REGIONAL AIRPORT SD US,4/24/43,0,211,89,75.093
WATERTOWN REGIONAL AIRPORT SD US,4/25/43,0,178,44,75.099
WATERTOWN REGIONAL AIRPORT SD US,4/26/43,53,128,56,75.108
WATERTOWN REGIONAL AIRPORT SD US,4/27/43,3,111,33,75.096
WATERTOWN REGIONAL AIRPORT SD US,4/28/43,0,167,11,75.139
WATERTOWN REGIONAL AIRPORT SD US,4/29/43,25,178,22,75.13
WATERTOWN REGIONAL AIRPORT SD US,4/30/43,0,111,-17,75.145
WATERTOWN REGIONAL AIRPORT SD US,5/1/43,0,183,22,75.185
WATERTOWN REGIONAL AIRPORT SD US,5/2/43,0,128,44,75.157
WATERTOWN REGIONAL AIRPORT SD US,5/3/43,0,206,0,75.175
WATERTOWN REGIONAL AIRPORT SD US,5/4/43,5,194,83,75.194
WATERTOWN REGIONAL AIRPORT SD US,5/5/43,25,211,89,75.188
WATERTOWN REGIONAL AIRPORT SD US,5/6/43,0,94,17,75.175
WATERTOWN REGIONAL AIRPORT SD US,5/7/43,0,122,-17,75.197
WATERTOWN REGIONAL AIRPORT SD US,5/8/43,0,133,-33,75.212
WATERTOWN REGIONAL AIRPORT SD US,5/9/43,0,183,22,75.218
WATERTOWN REGIONAL AIRPORT SD US,5/10/43,0,228,33,75.221
WATERTOWN REGIONAL AIRPORT SD US,5/11/43,13,44,-6,75.224
WATERTOWN REGIONAL AIRPORT SD US,5/12/43,0,94,-22,75.291
WATERTOWN REGIONAL AIRPORT SD US,5/13/43,0,144,-33,75.303
WATERTOWN REGIONAL AIRPORT SD US,5/14/43,0,156,22,75.309
WATERTOWN REGIONAL AIRPORT SD US,5/15/43,201,106,33,75.313
WATERTOWN REGIONAL AIRPORT SD US,5/16/43,0,89,28,75.294
WATERTOWN REGIONAL AIRPORT SD US,5/17/43,0,150,11,75.349
WATERTOWN REGIONAL AIRPORT SD US,5/18/43,0,194,50,75.358
WATERTOWN REGIONAL AIRPORT SD US,5/19/43,0,217,28,75.361
WATERTOWN REGIONAL AIRPORT SD US,5/20/43,0,222,44,75.37
WATERTOWN REGIONAL AIRPORT SD US,5/21/43,0,256,67,75.389
WATERTOWN REGIONAL AIRPORT SD US,5/22/43,0,244,100,75.425
WATERTOWN REGIONAL AIRPORT SD US,5/23/43,76,172,100,75.428
WATERTOWN REGIONAL AIRPORT SD US,5/24/43,43,106,39,75.428
WATERTOWN REGIONAL AIRPORT SD US,5/25/43,5,89,28,75.441
WATERTOWN REGIONAL AIRPORT SD US,5/26/43,0,111,39,75.489
WATERTOWN REGIONAL AIRPORT SD US,5/27/43,0,217,6,75.505
WATERTOWN REGIONAL AIRPORT SD US,5/28/43,107,339,117,75.517
WATERTOWN REGIONAL AIRPORT SD US,5/29/43,163,256,172,75.523
WATERTOWN REGIONAL AIRPORT SD US,5/30/43,114,233,144,75.526
WATERTOWN REGIONAL AIRPORT SD US,5/31/43,48,211,144,75.532
WATERTOWN REGIONAL AIRPORT SD US,6/1/43,0,261,133,75.538
WATERTOWN REGIONAL AIRPORT SD US,6/2/43,56,178,122,75.556
WATERTOWN REGIONAL AIRPORT SD US,6/3/43,5,211,44,75.562
WATERTOWN REGIONAL AIRPORT SD US,6/4/43,3,94,39,75.584
WATERTOWN REGIONAL AIRPORT SD US,6/5/43,0,111,56,75.596
WATERTOWN REGIONAL AIRPORT SD US,6/6/43,0,167,67,75.596
WATERTOWN REGIONAL AIRPORT SD US,6/7/43,10,161,61,75.602
WATERTOWN REGIONAL AIRPORT SD US,6/8/43,0,206,94,75.596
WATERTOWN REGIONAL AIRPORT SD US,6/9/43,102,211,117,75.596
WATERTOWN REGIONAL AIRPORT SD US,6/10/43,3,239,78,75.59
WATERTOWN REGIONAL AIRPORT SD US,6/11/43,450,250,156,75.593
WATERTOWN REGIONAL AIRPORT SD US,6/12/43,183,267,150,75.584
WATERTOWN REGIONAL AIRPORT SD US,6/13/43,147,244,139,75.611
WATERTOWN REGIONAL AIRPORT SD US,6/14/43,0,278,133,75.599
WATERTOWN REGIONAL AIRPORT SD US,6/15/43,0,250,150,75.602
WATERTOWN REGIONAL AIRPORT SD US,6/16/43,0,206,133,75.605
WATERTOWN REGIONAL AIRPORT SD US,6/17/43,0,272,133,75.611
WATERTOWN REGIONAL AIRPORT SD US,6/18/43,69,317,150,75.614
WATERTOWN REGIONAL AIRPORT SD US,6/19/43,0,328,183,75.611
WATERTOWN REGIONAL AIRPORT SD US,6/20/43,0,344,200,75.614
WATERTOWN REGIONAL AIRPORT SD US,6/21/43,0,306,156,75.617
WATERTOWN REGIONAL AIRPORT SD US,6/22/43,0,294,156,75.614
WATERTOWN REGIONAL AIRPORT SD US,6/23/43,0,311,200,75.614
WATERTOWN REGIONAL AIRPORT SD US,6/24/43,5,294,161,75.599
WATERTOWN REGIONAL AIRPORT SD US,6/25/43,188,317,178,75.587
WATERTOWN REGIONAL AIRPORT SD US,6/26/43,91,311,189,75.59
WATERTOWN REGIONAL AIRPORT SD US,6/27/43,66,233,150,75.587
WATERTOWN REGIONAL AIRPORT SD US,6/28/43,0,167,106,75.59
WATERTOWN REGIONAL AIRPORT SD US,6/29/43,0,200,67,75.605
WATERTOWN REGIONAL AIRPORT SD US,6/30/43,58,144,94,75.602
WATERTOWN REGIONAL AIRPORT SD US,7/1/43,0,217,117,75.581
WATERTOWN REGIONAL AIRPORT SD US,7/2/43,0,278,161,75.562
WATERTOWN REGIONAL AIRPORT SD US,7/3/43,0,294,144,75.544
WATERTOWN REGIONAL AIRPORT SD US,7/4/43,56,267,167,75.538
WATERTOWN REGIONAL AIRPORT SD US,7/5/43,28,239,156,75.584
WATERTOWN REGIONAL AIRPORT SD US,7/6/43,0,289,139,75.581
WATERTOWN REGIONAL AIRPORT SD US,7/7/43,0,306,156,75.562
WATERTOWN REGIONAL AIRPORT SD US,7/8/43,0,311,178,75.562
WATERTOWN REGIONAL AIRPORT SD US,7/9/43,0,317,178,75.559
WATERTOWN REGIONAL AIRPORT SD US,7/10/43,0,317,167,75.55
WATERTOWN REGIONAL AIRPORT SD US,7/11/43,0,317,172,75.535
WATERTOWN REGIONAL AIRPORT SD US,7/12/43,0,350,194,75.538
WATERTOWN REGIONAL AIRPORT SD US,7/13/43,18,256,133,75.538
WATERTOWN REGIONAL AIRPORT SD US,7/14/43,0,300,111,75.538
WATERTOWN REGIONAL AIRPORT SD US,7/15/43,231,272,144,75.559
WATERTOWN REGIONAL AIRPORT SD US,7/16/43,13,239,156,75.562
WATERTOWN REGIONAL AIRPORT SD US,7/17/43,0,283,117,75.544
WATERTOWN REGIONAL AIRPORT SD US,7/18/43,257,239,156,75.556
WATERTOWN REGIONAL AIRPORT SD US,7/19/43,0,311,128,75.541
WATERTOWN REGIONAL AIRPORT SD US,7/20/43,0,322,156,75.541
WATERTOWN REGIONAL AIRPORT SD US,7/21/43,0,256,161,75.535
WATERTOWN REGIONAL AIRPORT SD US,7/22/43,0,294,133,75.541
WATERTOWN REGIONAL AIRPORT SD US,7/23/43,0,317,194,75.544
WATERTOWN REGIONAL AIRPORT SD US,7/24/43,0,322,172,75.532
WATERTOWN REGIONAL AIRPORT SD US,7/25/43,0,367,178,75.529
WATERTOWN REGIONAL AIRPORT SD US,7/26/43,0,344,200,75.529
WATERTOWN REGIONAL AIRPORT SD US,7/27/43,0,289,144,75.529
WATERTOWN REGIONAL AIRPORT SD US,7/28/43,335,311,194,75.52
WATERTOWN REGIONAL AIRPORT SD US,7/29/43,0,306,156,75.514
WATERTOWN REGIONAL AIRPORT SD US,7/30/43,0,339,161,75.517
WATERTOWN REGIONAL AIRPORT SD US,7/31/43,0,367,183,75.511
WATERTOWN REGIONAL AIRPORT SD US,8/1/43,0,356,222,75.495
WATERTOWN REGIONAL AIRPORT SD US,8/2/43,0,244,139,75.489
WATERTOWN REGIONAL AIRPORT SD US,8/3/43,0,244,144,75.495
WATERTOWN REGIONAL AIRPORT SD US,8/4/43,0,233,139,75.498
WATERTOWN REGIONAL AIRPORT SD US,8/5/43,0,289,100,75.483
WATERTOWN REGIONAL AIRPORT SD US,8/6/43,36,317,183,75.489
WATERTOWN REGIONAL AIRPORT SD US,8/7/43,0,344,167,75.477
WATERTOWN REGIONAL AIRPORT SD US,8/8/43,127,339,200,75.468
WATERTOWN REGIONAL AIRPORT SD US,8/9/43,0,300,139,75.459
WATERTOWN REGIONAL AIRPORT SD US,8/10/43,226,289,156,75.462
WATERTOWN REGIONAL AIRPORT SD US,8/11/43,69,211,172,75.462
WATERTOWN REGIONAL AIRPORT SD US,8/12/43,53,317,178,75.453
WATERTOWN REGIONAL AIRPORT SD US,8/13/43,0,256,144,75.453
WATERTOWN REGIONAL AIRPORT SD US,8/14/43,41,289,106,75.492
WATERTOWN REGIONAL AIRPORT SD US,8/15/43,53,228,128,75.502
WATERTOWN REGIONAL AIRPORT SD US,8/16/43,0,183,72,75.483
WATERTOWN REGIONAL AIRPORT SD US,8/17/43,0,244,39,75.502
WATERTOWN REGIONAL AIRPORT SD US,8/18/43,0,272,94,75.489
WATERTOWN REGIONAL AIRPORT SD US,8/19/43,10,272,133,75.471
WATERTOWN REGIONAL AIRPORT SD US,8/20/43,0,283,128,75.453
WATERTOWN REGIONAL AIRPORT SD US,8/21/43,15,294,172,75.441
WATERTOWN REGIONAL AIRPORT SD US,8/22/43,10,283,178,75.428
WATERTOWN REGIONAL AIRPORT SD US,8/23/43,0,306,167,75.416
WATERTOWN REGIONAL AIRPORT SD US,8/24/43,119,267,183,75.434
WATERTOWN REGIONAL AIRPORT SD US,8/25/43,3,222,167,75.431
WATERTOWN REGIONAL AIRPORT SD US,8/26/43,117,211,133,75.419
WATERTOWN REGIONAL AIRPORT SD US,8/27/43,0,217,117,75.386
WATERTOWN REGIONAL AIRPORT SD US,8/28/43,0,294,128,75.367
WATERTOWN REGIONAL AIRPORT SD US,8/29/43,0,294,128,75.352
WATERTOWN REGIONAL AIRPORT SD US,8/30/43,0,311,172,75.352
WATERTOWN REGIONAL AIRPORT SD US,8/31/43,5,317,144,75.386
WATERTOWN REGIONAL AIRPORT SD US,9/1/43,0,261,128,75.352
WATERTOWN REGIONAL AIRPORT SD US,9/2/43,0,311,133,75.386
WATERTOWN REGIONAL AIRPORT SD US,9/3/43,107,206,117,75.355
WATERTOWN REGIONAL AIRPORT SD US,9/4/43,130,217,111,75.337
WATERTOWN REGIONAL AIRPORT SD US,9/5/43,0,233,111,75.34
WATERTOWN REGIONAL AIRPORT SD US,9/6/43,0,156,78,75.346
WATERTOWN REGIONAL AIRPORT SD US,9/7/43,0,156,83,75.361
WATERTOWN REGIONAL AIRPORT SD US,9/8/43,5,122,50,75.352
WATERTOWN REGIONAL AIRPORT SD US,9/9/43,0,183,33,75.373
WATERTOWN REGIONAL AIRPORT SD US,9/10/43,0,178,-11,75.364
WATERTOWN REGIONAL AIRPORT SD US,9/11/43,302,178,56,75.37
WATERTOWN REGIONAL AIRPORT SD US,9/12/43,91,139,89,75.349
WATERTOWN REGIONAL AIRPORT SD US,9/13/43,0,167,89,75.319
WATERTOWN REGIONAL AIRPORT SD US,9/14/43,0,172,61,75.291
WATERTOWN REGIONAL AIRPORT SD US,9/15/43,3,172,39,75.294
WATERTOWN REGIONAL AIRPORT SD US,9/16/43,0,133,22,75.3
WATERTOWN REGIONAL AIRPORT SD US,9/17/43,0,200,11,75.294
WATERTOWN REGIONAL AIRPORT SD US,9/18/43,0,261,89,75.264
WATERTOWN REGIONAL AIRPORT SD US,9/19/43,0,150,28,75.255
WATERTOWN REGIONAL AIRPORT SD US,9/20/43,0,178,0,75.264
WATERTOWN REGIONAL AIRPORT SD US,9/21/43,0,217,72,75.245
WATERTOWN REGIONAL AIRPORT SD US,9/22/43,0,150,33,75.236
WATERTOWN REGIONAL AIRPORT SD US,9/23/43,0,183,28,75.258
WATERTOWN REGIONAL AIRPORT SD US,9/24/43,0,178,17,75.236
WATERTOWN REGIONAL AIRPORT SD US,9/25/43,0,200,-11,75.227
WATERTOWN REGIONAL AIRPORT SD US,9/26/43,0,272,56,75.218
WATERTOWN REGIONAL AIRPORT SD US,9/27/43,0,278,122,75.215
WATERTOWN REGIONAL AIRPORT SD US,9/28/43,0,256,122,75.203
WATERTOWN REGIONAL AIRPORT SD US,9/29/43,0,244,94,75.191
WATERTOWN REGIONAL AIRPORT SD US,9/30/43,0,217,61,75.172
WATERTOWN REGIONAL AIRPORT SD US,10/1/43,0,222,33,75.172
WATERTOWN REGIONAL AIRPORT SD US,10/2/43,0,233,33,75.181
WATERTOWN REGIONAL AIRPORT SD US,10/3/43,0,233,28,75.157
WATERTOWN REGIONAL AIRPORT SD US,10/4/43,0,233,50,75.145
WATERTOWN REGIONAL AIRPORT SD US,10/5/43,0,222,39,75.136
WATERTOWN REGIONAL AIRPORT SD US,10/6/43,0,211,61,75.124
WATERTOWN REGIONAL AIRPORT SD US,10/7/43,0,244,22,75.127
WATERTOWN REGIONAL AIRPORT SD US,10/8/43,0,261,44,75.124
WATERTOWN REGIONAL AIRPORT SD US,10/9/43,0,211,44,75.136
WATERTOWN REGIONAL AIRPORT SD US,10/10/43,0,261,22,75.09
WATERTOWN REGIONAL AIRPORT SD US,10/11/43,0,272,83,75.066
WATERTOWN REGIONAL AIRPORT SD US,10/12/43,460,200,83,75.069
WATERTOWN REGIONAL AIRPORT SD US,10/13/43,97,83,17,75.05
WATERTOWN REGIONAL AIRPORT SD US,10/14/43,0,33,-28,75.06
WATERTOWN REGIONAL AIRPORT SD US,10/15/43,0,72,-39,75.072
WATERTOWN REGIONAL AIRPORT SD US,10/16/43,0,100,-44,75.087
WATERTOWN REGIONAL AIRPORT SD US,10/17/43,0,172,-28,75.09
WATERTOWN REGIONAL AIRPORT SD US,10/18/43,0,167,17,75.087
WATERTOWN REGIONAL AIRPORT SD US,10/19/43,0,217,61,75.121
WATERTOWN REGIONAL AIRPORT SD US,10/20/43,0,89,22,75.124
WATERTOWN REGIONAL AIRPORT SD US,10/21/43,0,156,-17,75.093
WATERTOWN REGIONAL AIRPORT SD US,10/22/43,0,189,28,75.09
WATERTOWN REGIONAL AIRPORT SD US,10/23/43,0,100,61,75.096
WATERTOWN REGIONAL AIRPORT SD US,10/24/43,0,133,11,75.072
WATERTOWN REGIONAL AIRPORT SD US,10/25/43,0,50,17,75.047
WATERTOWN REGIONAL AIRPORT SD US,10/26/43,0,89,-33,75.038
WATERTOWN REGIONAL AIRPORT SD US,10/27/43,0,117,-39,75.05
WATERTOWN REGIONAL AIRPORT SD US,10/28/43,0,183,-22,75.084
WATERTOWN REGIONAL AIRPORT SD US,10/29/43,0,144,-28,75.111
WATERTOWN REGIONAL AIRPORT SD US,10/30/43,71,17,-33,75.105
WATERTOWN REGIONAL AIRPORT SD US,10/31/43,56,11,0,75.081
WATERTOWN REGIONAL AIRPORT SD US,11/1/43,15,17,-17,75.057
WATERTOWN REGIONAL AIRPORT SD US,11/2/43,0,17,-44,75.084
WATERTOWN REGIONAL AIRPORT SD US,11/3/43,0,72,-50,75.096
WATERTOWN REGIONAL AIRPORT SD US,11/4/43,0,94,0,75.09
WATERTOWN REGIONAL AIRPORT SD US,11/5/43,41,17,-28,75.053
WATERTOWN REGIONAL AIRPORT SD US,11/6/43,48,6,-33,75.081
WATERTOWN REGIONAL AIRPORT SD US,11/7/43,183,-28,-56,75.038
WATERTOWN REGIONAL AIRPORT SD US,11/8/43,69,-22,-89,75.044
WATERTOWN REGIONAL AIRPORT SD US,11/9/43,0,-11,-56,75.093
WATERTOWN REGIONAL AIRPORT SD US,11/10/43,0,0,-106,75.093
WATERTOWN REGIONAL AIRPORT SD US,11/11/43,0,33,-78,75.096
WATERTOWN REGIONAL AIRPORT SD US,11/12/43,0,6,-61,75.081
WATERTOWN REGIONAL AIRPORT SD US,11/13/43,0,-28,-117,75.121
WATERTOWN REGIONAL AIRPORT SD US,11/14/43,3,11,-94,75.105
WATERTOWN REGIONAL AIRPORT SD US,11/15/43,3,-22,-122,75.069
WATERTOWN REGIONAL AIRPORT SD US,11/16/43,0,22,-72,75.078
WATERTOWN REGIONAL AIRPORT SD US,11/17/43,0,72,-22,75.078
WATERTOWN REGIONAL AIRPORT SD US,11/18/43,0,72,-28,75.044
WATERTOWN REGIONAL AIRPORT SD US,11/19/43,0,67,-61,75.06
WATERTOWN REGIONAL AIRPORT SD US,11/20/43,0,61,-33,75.06
WATERTOWN REGIONAL AIRPORT SD US,11/21/43,0,0,-61,75.057
WATERTOWN REGIONAL AIRPORT SD US,11/22/43,0,-17,-50,75.09
WATERTOWN REGIONAL AIRPORT SD US,11/23/43,0,33,-56,75.075
WATERTOWN REGIONAL AIRPORT SD US,11/24/43,0,22,-56,75.053
WATERTOWN REGIONAL AIRPORT SD US,11/25/43,0,17,-28,75.047
WATERTOWN REGIONAL AIRPORT SD US,11/26/43,0,11,-89,75.029
WATERTOWN REGIONAL AIRPORT SD US,11/27/43,0,-50,-100,75.057
WATERTOWN REGIONAL AIRPORT SD US,11/28/43,0,-17,-56,75.035
WATERTOWN REGIONAL AIRPORT SD US,11/29/43,0,50,-22,75.017
WATERTOWN REGIONAL AIRPORT SD US,11/30/43,0,78,-56,75.014
WATERTOWN REGIONAL AIRPORT SD US,12/1/43,0,33,-67,75.014
WATERTOWN REGIONAL AIRPORT SD US,12/2/43,0,17,-117,75.014
WATERTOWN REGIONAL AIRPORT SD US,12/3/43,0,72,-72,75.011
WATERTOWN REGIONAL AIRPORT SD US,12/4/43,0,89,-28,75.002
WATERTOWN REGIONAL AIRPORT SD US,12/5/43,0,28,-22,75.017
WATERTOWN REGIONAL AIRPORT SD US,12/6/43,0,28,-78,74.98
WATERTOWN REGIONAL AIRPORT SD US,12/7/43,0,28,-78,74.992
WATERTOWN REGIONAL AIRPORT SD US,12/8/43,0,39,-28,74.977
WATERTOWN REGIONAL AIRPORT SD US,12/9/43,0,0,-89,75.035
WATERTOWN REGIONAL AIRPORT SD US,12/10/43,0,6,-67,75.057
WATERTOWN REGIONAL AIRPORT SD US,12/11/43,0,72,-50,75.008
WATERTOWN REGIONAL AIRPORT SD US,12/12/43,0,0,-178,74.996
WATERTOWN REGIONAL AIRPORT SD US,12/13/43,0,-100,-228,74.971
WATERTOWN REGIONAL AIRPORT SD US,12/14/43,0,-150,-250,74.968
WATERTOWN REGIONAL AIRPORT SD US,12/15/43,0,-83,-217,74.956
WATERTOWN REGIONAL AIRPORT SD US,12/16/43,0,-28,-178,74.968
WATERTOWN REGIONAL AIRPORT SD US,12/17/43,0,28,-111,74.971
WATERTOWN REGIONAL AIRPORT SD US,12/18/43,0,89,-78,74.941
