STATION,DATE,PRCP,TMAX,TMIN,WL
WATERTOWN REGIONAL AIRPORT SD US,1/31/1933,0,-56,-100,74.261
WATERTOWN REGIONAL AIRPORT SD US,2/1/1933,0,-33,-117,74.23
WATERTOWN REGIONAL AIRPORT SD US,2/2/1933,0,-89,-167,74.307
WATERTOWN REGIONAL AIRPORT SD US,2/3/1933,0,-122,-194,74.288
WATERTOWN REGIONAL AIRPORT SD US,2/4/1933,0,-150,-261,74.27
WATERTOWN REGIONAL AIRPORT SD US,2/5/1933,0,-39,-272,74.291
WATERTOWN REGIONAL AIRPORT SD US,2/6/1933,0,-89,-272,74.237
WATERTOWN REGIONAL AIRPORT SD US,2/7/1933,0,-244,-328,74.227
WATERTOWN REGIONAL AIRPORT SD US,2/8/1933,0,-267,-333,74.313
WATERTOWN REGIONAL AIRPORT SD US,2/9/1933,0,-189,-333,74.322
WATERTOWN REGIONAL AIRPORT SD US,2/10/1933,0,-83,-228,74.246
WATERTOWN REGIONAL AIRPORT SD US,2/11/1933,0,-106,-267,74.282
WATERTOWN REGIONAL AIRPORT SD US,2/12/1933,0,-117,-178,74.249
WATERTOWN REGIONAL AIRPORT SD US,2/13/1933,0,-83,-200,74.23
WATERTOWN REGIONAL AIRPORT SD US,2/14/1933,0,-83,-189,74.237
WATERTOWN REGIONAL AIRPORT SD US,2/15/1933,0,-6,-211,74.304
WATERTOWN REGIONAL AIRPORT SD US,2/16/1933,0,22,-117,74.224
WATERTOWN REGIONAL AIRPORT SD US,2/17/1933,0,11,-117,74.218
WATERTOWN REGIONAL AIRPORT SD US,2/18/1933,0,39,-89,74.218
WATERTOWN REGIONAL AIRPORT SD US,2/19/1933,0,17,-94,74.173
WATERTOWN REGIONAL AIRPORT SD US,2/20/1933,0,-44,-111,74.197
WATERTOWN REGIONAL AIRPORT SD US,2/21/1933,0,-17,-139,74.282
WATERTOWN REGIONAL AIRPORT SD US,2/22/1933,0,67,-72,74.17
WATERTOWN REGIONAL AIRPORT SD US,2/23/1933,0,72,11,74.215
WATERTOWN REGIONAL AIRPORT SD US,2/24/1933,0,72,6,74.203
WATERTOWN REGIONAL AIRPORT SD US,2/25/1933,0,106,-56,74.179
WATERTOWN REGIONAL AIRPORT SD US,2/26/1933,0,122,-50,74.276
WATERTOWN REGIONAL AIRPORT SD US,2/27/1933,0,111,22,74.279
WATERTOWN REGIONAL AIRPORT SD US,2/28/1933,0,94,-39,74.273
WATERTOWN REGIONAL AIRPORT SD US,3/1/1933,0,44,-50,74.237
WATERTOWN REGIONAL AIRPORT SD US,3/2/1933,0,56,-78,74.237
WATERTOWN REGIONAL AIRPORT SD US,3/3/1933,0,61,-89,74.227
WATERTOWN REGIONAL AIRPORT SD US,3/4/1933,0,50,-44,74.227
WATERTOWN REGIONAL AIRPORT SD US,3/5/1933,23,17,-28,74.224
WATERTOWN REGIONAL AIRPORT SD US,3/6/1933,0,11,-28,74.185
WATERTOWN REGIONAL AIRPORT SD US,3/7/1933,0,33,-39,74.173
WATERTOWN REGIONAL AIRPORT SD US,3/8/1933,0,-22,-156,74.215
WATERTOWN REGIONAL AIRPORT SD US,3/9/1933,0,-106,-206,74.325
WATERTOWN REGIONAL AIRPORT SD US,3/10/1933,0,-67,-194,74.285
WATERTOWN REGIONAL AIRPORT SD US,3/11/1933,0,44,-122,74.221
WATERTOWN REGIONAL AIRPORT SD US,3/12/1933,0,189,-33,74.221
WATERTOWN REGIONAL AIRPORT SD US,3/13/1933,0,167,6,74.194
WATERTOWN REGIONAL AIRPORT SD US,3/14/1933,0,39,-78,74.215
WATERTOWN REGIONAL AIRPORT SD US,3/15/1933,0,61,-122,74.285
WATERTOWN REGIONAL AIRPORT SD US,3/16/1933,0,139,-22,74.224
WATERTOWN REGIONAL AIRPORT SD US,3/17/1933,0,78,-44,74.221
WATERTOWN REGIONAL AIRPORT SD US,3/18/1933,30,17,-56,74.212
WATERTOWN REGIONAL AIRPORT SD US,3/19/1933,0,-22,-83,74.182
WATERTOWN REGIONAL AIRPORT SD US,3/20/1933,0,0,-139,74.185
WATERTOWN REGIONAL AIRPORT SD US,3/21/1933,0,56,-117,74.249
WATERTOWN REGIONAL AIRPORT SD US,3/22/1933,0,67,-122,74.291
WATERTOWN REGIONAL AIRPORT SD US,3/23/1933,0,94,-67,74.27
WATERTOWN REGIONAL AIRPORT SD US,3/24/1933,102,39,-17,74.261
WATERTOWN REGIONAL AIRPORT SD US,3/25/1933,18,39,-28,74.215
WATERTOWN REGIONAL AIRPORT SD US,3/26/1933,0,78,-50,74.24
WATERTOWN REGIONAL AIRPORT SD US,3/27/1933,0,83,-56,74.255
WATERTOWN REGIONAL AIRPORT SD US,3/28/1933,0,133,-11,74.282
WATERTOWN REGIONAL AIRPORT SD US,3/29/1933,0,117,39,74.273
WATERTOWN REGIONAL AIRPORT SD US,3/30/1933,5,139,50,74.249
WATERTOWN REGIONAL AIRPORT SD US,3/31/1933,0,200,-22,74.224
WATERTOWN REGIONAL AIRPORT SD US,4/1/1933,0,133,22,74.298
WATERTOWN REGIONAL AIRPORT SD US,4/2/1933,0,94,-17,74.304
WATERTOWN REGIONAL AIRPORT SD US,4/3/1933,0,89,-44,74.301
WATERTOWN REGIONAL AIRPORT SD US,4/4/1933,0,56,-11,74.34
WATERTOWN REGIONAL AIRPORT SD US,4/5/1933,0,22,0,74.322
WATERTOWN REGIONAL AIRPORT SD US,4/6/1933,0,39,-33,74.288
WATERTOWN REGIONAL AIRPORT SD US,4/7/1933,0,106,-72,74.328
WATERTOWN REGIONAL AIRPORT SD US,4/8/1933,0,83,-11,74.386
WATERTOWN REGIONAL AIRPORT SD US,4/9/1933,5,39,-22,74.383
WATERTOWN REGIONAL AIRPORT SD US,4/10/1933,0,11,-39,74.371
WATERTOWN REGIONAL AIRPORT SD US,4/11/1933,0,83,-72,74.352
WATERTOWN REGIONAL AIRPORT SD US,4/12/1933,0,94,-56,74.398
WATERTOWN REGIONAL AIRPORT SD US,4/13/1933,0,72,-61,74.392
WATERTOWN REGIONAL AIRPORT SD US,4/14/1933,0,156,-67,74.392
WATERTOWN REGIONAL AIRPORT SD US,4/15/1933,0,189,-33,74.441
WATERTOWN REGIONAL AIRPORT SD US,4/16/1933,0,222,28,74.447
WATERTOWN REGIONAL AIRPORT SD US,4/17/1933,0,228,44,74.45
WATERTOWN REGIONAL AIRPORT SD US,4/18/1933,0,233,89,74.456
WATERTOWN REGIONAL AIRPORT SD US,4/19/1933,0,228,61,74.432
WATERTOWN REGIONAL AIRPORT SD US,4/20/1933,0,156,72,74.438
WATERTOWN REGIONAL AIRPORT SD US,4/21/1933,0,183,33,74.456
WATERTOWN REGIONAL AIRPORT SD US,4/22/1933,0,211,-11,74.477
WATERTOWN REGIONAL AIRPORT SD US,4/23/1933,0,233,22,74.474
WATERTOWN REGIONAL AIRPORT SD US,4/24/1933,0,178,56,74.477
WATERTOWN REGIONAL AIRPORT SD US,4/25/1933,0,117,-28,74.49
WATERTOWN REGIONAL AIRPORT SD US,4/26/1933,0,111,-56,74.508
WATERTOWN REGIONAL AIRPORT SD US,4/27/1933,0,233,-39,74.511
WATERTOWN REGIONAL AIRPORT SD US,4/28/1933,0,211,28,74.471
WATERTOWN REGIONAL AIRPORT SD US,4/29/1933,20,194,56,74.496
WATERTOWN REGIONAL AIRPORT SD US,4/30/1933,152,78,39,74.487
WATERTOWN REGIONAL AIRPORT SD US,5/1/1933,0,61,17,74.496
WATERTOWN REGIONAL AIRPORT SD US,5/2/1933,0,161,33,74.502
WATERTOWN REGIONAL AIRPORT SD US,5/3/1933,0,156,11,74.538
WATERTOWN REGIONAL AIRPORT SD US,5/4/1933,0,172,39,74.532
WATERTOWN REGIONAL AIRPORT SD US,5/5/1933,0,144,44,74.52
WATERTOWN REGIONAL AIRPORT SD US,5/6/1933,0,172,67,74.52
WATERTOWN REGIONAL AIRPORT SD US,5/7/1933,0,144,56,74.538
WATERTOWN REGIONAL AIRPORT SD US,5/8/1933,114,117,33,74.532
WATERTOWN REGIONAL AIRPORT SD US,5/9/1933,8,50,0,74.529
WATERTOWN REGIONAL AIRPORT SD US,5/10/1933,13,67,33,74.538
WATERTOWN REGIONAL AIRPORT SD US,5/11/1933,25,144,39,74.532
WATERTOWN REGIONAL AIRPORT SD US,5/12/1933,13,128,72,74.535
WATERTOWN REGIONAL AIRPORT SD US,5/13/1933,132,211,50,74.544
WATERTOWN REGIONAL AIRPORT SD US,5/14/1933,23,239,39,74.557
WATERTOWN REGIONAL AIRPORT SD US,5/15/1933,0,239,94,74.563
WATERTOWN REGIONAL AIRPORT SD US,5/16/1933,3,294,100,74.566
WATERTOWN REGIONAL AIRPORT SD US,5/17/1933,0,306,144,74.56
WATERTOWN REGIONAL AIRPORT SD US,5/18/1933,0,322,156,74.557
WATERTOWN REGIONAL AIRPORT SD US,5/19/1933,15,239,106,74.563
WATERTOWN REGIONAL AIRPORT SD US,5/20/1933,0,228,50,74.578
WATERTOWN REGIONAL AIRPORT SD US,5/21/1933,0,239,67,74.59
WATERTOWN REGIONAL AIRPORT SD US,5/22/1933,0,300,144,74.581
WATERTOWN REGIONAL AIRPORT SD US,5/23/1933,48,233,139,74.581
WATERTOWN REGIONAL AIRPORT SD US,5/24/1933,10,244,128,74.599
WATERTOWN REGIONAL AIRPORT SD US,5/25/1933,0,261,83,74.596
WATERTOWN REGIONAL AIRPORT SD US,5/26/1933,0,189,100,74.584
WATERTOWN REGIONAL AIRPORT SD US,5/27/1933,0,267,100,74.587
WATERTOWN REGIONAL AIRPORT SD US,5/28/1933,175,233,111,74.578
WATERTOWN REGIONAL AIRPORT SD US,5/29/1933,94,189,78,74.578
WATERTOWN REGIONAL AIRPORT SD US,5/30/1933,0,239,83,74.581
WATERTOWN REGIONAL AIRPORT SD US,5/31/1933,0,278,117,74.593
WATERTOWN REGIONAL AIRPORT SD US,6/1/1933,0,322,172,74.621
WATERTOWN REGIONAL AIRPORT SD US,6/2/1933,0,306,172,74.624
WATERTOWN REGIONAL AIRPORT SD US,6/3/1933,0,350,150,74.624
WATERTOWN REGIONAL AIRPORT SD US,6/4/1933,30,333,211,74.621
WATERTOWN REGIONAL AIRPORT SD US,6/5/1933,51,344,150,74.621
WATERTOWN REGIONAL AIRPORT SD US,6/6/1933,0,333,150,74.615
WATERTOWN REGIONAL AIRPORT SD US,6/7/1933,0,300,150,74.627
WATERTOWN REGIONAL AIRPORT SD US,6/8/1933,86,272,144,74.618
WATERTOWN REGIONAL AIRPORT SD US,6/9/1933,0,361,161,74.624
WATERTOWN REGIONAL AIRPORT SD US,6/10/1933,0,394,167,74.599
WATERTOWN REGIONAL AIRPORT SD US,6/11/1933,76,333,133,74.596
WATERTOWN REGIONAL AIRPORT SD US,6/12/1933,20,211,72,74.615
WATERTOWN REGIONAL AIRPORT SD US,6/13/1933,0,250,28,74.624
WATERTOWN REGIONAL AIRPORT SD US,6/14/1933,0,306,89,74.599
WATERTOWN REGIONAL AIRPORT SD US,6/15/1933,0,378,161,74.578
WATERTOWN REGIONAL AIRPORT SD US,6/16/1933,0,394,189,74.575
WATERTOWN REGIONAL AIRPORT SD US,6/17/1933,0,372,167,74.602
WATERTOWN REGIONAL AIRPORT SD US,6/18/1933,0,378,178,74.618
WATERTOWN REGIONAL AIRPORT SD US,6/19/1933,0,389,206,74.602
WATERTOWN REGIONAL AIRPORT SD US,6/20/1933,0,339,178,74.587
WATERTOWN REGIONAL AIRPORT SD US,6/21/1933,51,317,128,74.593
WATERTOWN REGIONAL AIRPORT SD US,6/22/1933,0,328,139,74.596
WATERTOWN REGIONAL AIRPORT SD US,6/23/1933,86,333,161,74.581
WATERTOWN REGIONAL AIRPORT SD US,6/24/1933,0,344,167,74.572
WATERTOWN REGIONAL AIRPORT SD US,6/25/1933,0,372,172,74.563
WATERTOWN REGIONAL AIRPORT SD US,6/26/1933,0,411,189,74.56
WATERTOWN REGIONAL AIRPORT SD US,6/27/1933,0,389,211,74.557
WATERTOWN REGIONAL AIRPORT SD US,6/28/1933,0,378,183,74.554
WATERTOWN REGIONAL AIRPORT SD US,6/29/1933,0,356,183,74.547
WATERTOWN REGIONAL AIRPORT SD US,6/30/1933,23,311,150,74.544
WATERTOWN REGIONAL AIRPORT SD US,7/1/1933,0,322,133,74.578
WATERTOWN REGIONAL AIRPORT SD US,7/2/1933,15,339,128,74.575
WATERTOWN REGIONAL AIRPORT SD US,7/3/1933,0,306,178,74.563
WATERTOWN REGIONAL AIRPORT SD US,7/4/1933,0,289,178,74.566
WATERTOWN REGIONAL AIRPORT SD US,7/5/1933,5,333,178,74.575
WATERTOWN REGIONAL AIRPORT SD US,7/6/1933,0,356,172,74.563
WATERTOWN REGIONAL AIRPORT SD US,7/7/1933,145,272,189,74.541
WATERTOWN REGIONAL AIRPORT SD US,7/8/1933,0,300,167,74.544
WATERTOWN REGIONAL AIRPORT SD US,7/9/1933,0,317,194,74.547
WATERTOWN REGIONAL AIRPORT SD US,7/10/1933,0,394,206,74.547
WATERTOWN REGIONAL AIRPORT SD US,7/11/1933,28,339,228,74.538
WATERTOWN REGIONAL AIRPORT SD US,7/12/1933,0,367,178,74.529
WATERTOWN REGIONAL AIRPORT SD US,7/13/1933,46,356,161,74.517
WATERTOWN REGIONAL AIRPORT SD US,7/14/1933,0,289,133,74.511
WATERTOWN REGIONAL AIRPORT SD US,7/15/1933,0,294,89,74.505
WATERTOWN REGIONAL AIRPORT SD US,7/16/1933,0,311,94,74.505
WATERTOWN REGIONAL AIRPORT SD US,7/17/1933,0,289,111,74.508
WATERTOWN REGIONAL AIRPORT SD US,7/18/1933,0,350,133,74.505
WATERTOWN REGIONAL AIRPORT SD US,7/19/1933,0,350,150,74.499
WATERTOWN REGIONAL AIRPORT SD US,7/20/1933,64,306,133,74.49
WATERTOWN REGIONAL AIRPORT SD US,7/21/1933,0,311,106,74.493
WATERTOWN REGIONAL AIRPORT SD US,7/22/1933,0,300,167,74.487
WATERTOWN REGIONAL AIRPORT SD US,7/23/1933,28,272,117,74.483
WATERTOWN REGIONAL AIRPORT SD US,7/24/1933,0,306,89,74.502
WATERTOWN REGIONAL AIRPORT SD US,7/25/1933,0,350,111,74.471
WATERTOWN REGIONAL AIRPORT SD US,7/26/1933,0,372,128,74.453
WATERTOWN REGIONAL AIRPORT SD US,7/27/1933,8,389,194,74.444
WATERTOWN REGIONAL AIRPORT SD US,7/28/1933,0,406,156,74.441
WATERTOWN REGIONAL AIRPORT SD US,7/29/1933,0,417,217,74.456
WATERTOWN REGIONAL AIRPORT SD US,7/30/1933,0,422,233,74.465
WATERTOWN REGIONAL AIRPORT SD US,7/31/1933,0,367,194,74.465
WATERTOWN REGIONAL AIRPORT SD US,8/1/1933,8,294,100,74.471
WATERTOWN REGIONAL AIRPORT SD US,8/2/1933,107,233,111,74.474
WATERTOWN REGIONAL AIRPORT SD US,8/3/1933,0,283,89,74.456
WATERTOWN REGIONAL AIRPORT SD US,8/4/1933,0,278,117,74.441
WATERTOWN REGIONAL AIRPORT SD US,8/5/1933,0,317,139,74.441
WATERTOWN REGIONAL AIRPORT SD US,8/6/1933,0,394,200,74.416
WATERTOWN REGIONAL AIRPORT SD US,8/7/1933,0,350,128,74.404
WATERTOWN REGIONAL AIRPORT SD US,8/8/1933,0,356,150,74.426
WATERTOWN REGIONAL AIRPORT SD US,8/9/1933,0,367,189,74.389
WATERTOWN REGIONAL AIRPORT SD US,8/10/1933,0,328,189,74.352
WATERTOWN REGIONAL AIRPORT SD US,8/11/1933,0,378,100,74.359
WATERTOWN REGIONAL AIRPORT SD US,8/12/1933,0,317,139,74.371
WATERTOWN REGIONAL AIRPORT SD US,8/13/1933,0,317,78,74.395
WATERTOWN REGIONAL AIRPORT SD US,8/14/1933,0,333,144,74.398
WATERTOWN REGIONAL AIRPORT SD US,8/15/1933,0,311,150,74.392
WATERTOWN REGIONAL AIRPORT SD US,8/16/1933,147,306,139,74.383
WATERTOWN REGIONAL AIRPORT SD US,8/17/1933,0,250,133,74.374
WATERTOWN REGIONAL AIRPORT SD US,8/18/1933,0,278,72,74.386
WATERTOWN REGIONAL AIRPORT SD US,8/19/1933,0,311,111,74.383
WATERTOWN REGIONAL AIRPORT SD US,8/20/1933,0,283,139,74.371
WATERTOWN REGIONAL AIRPORT SD US,8/21/1933,13,217,144,74.343
WATERTOWN REGIONAL AIRPORT SD US,8/22/1933,0,228,172,74.325
WATERTOWN REGIONAL AIRPORT SD US,8/23/1933,216,311,178,74.316
WATERTOWN REGIONAL AIRPORT SD US,8/24/1933,13,250,133,74.374
WATERTOWN REGIONAL AIRPORT SD US,8/25/1933,0,250,100,74.377
WATERTOWN REGIONAL AIRPORT SD US,8/26/1933,0,283,89,74.362
WATERTOWN REGIONAL AIRPORT SD US,8/27/1933,0,239,150,74.365
WATERTOWN REGIONAL AIRPORT SD US,8/28/1933,3,250,72,74.374
WATERTOWN REGIONAL AIRPORT SD US,8/29/1933,0,272,78,74.38
WATERTOWN REGIONAL AIRPORT SD US,8/30/1933,0,278,100,74.365
WATERTOWN REGIONAL AIRPORT SD US,8/31/1933,0,300,133,74.359
WATERTOWN REGIONAL AIRPORT SD US,9/1/1933,0,261,133,74.355
WATERTOWN REGIONAL AIRPORT SD US,9/2/1933,0,289,122,74.325
WATERTOWN REGIONAL AIRPORT SD US,9/3/1933,0,322,161,74.31
WATERTOWN REGIONAL AIRPORT SD US,9/4/1933,0,383,156,74.322
WATERTOWN REGIONAL AIRPORT SD US,9/5/1933,0,367,183,74.319
WATERTOWN REGIONAL AIRPORT SD US,9/6/1933,0,322,156,74.319
WATERTOWN REGIONAL AIRPORT SD US,9/7/1933,0,383,189,74.319
WATERTOWN REGIONAL AIRPORT SD US,9/8/1933,0,333,211,74.307
WATERTOWN REGIONAL AIRPORT SD US,9/9/1933,0,283,156,74.337
WATERTOWN REGIONAL AIRPORT SD US,9/10/1933,513,211,133,74.346
WATERTOWN REGIONAL AIRPORT SD US,9/11/1933,3,228,133,74.31
WATERTOWN REGIONAL AIRPORT SD US,9/12/1933,0,222,133,74.301
WATERTOWN REGIONAL AIRPORT SD US,9/13/1933,0,261,83,74.267
WATERTOWN REGIONAL AIRPORT SD US,9/14/1933,0,217,83,74.24
WATERTOWN REGIONAL AIRPORT SD US,9/15/1933,0,167,100,74.2
WATERTOWN REGIONAL AIRPORT SD US,9/16/1933,66,200,89,74.194
WATERTOWN REGIONAL AIRPORT SD US,9/17/1933,0,300,94,74.191
WATERTOWN REGIONAL AIRPORT SD US,9/18/1933,0,306,128,74.24
WATERTOWN REGIONAL AIRPORT SD US,9/19/1933,46,250,128,74.221
WATERTOWN REGIONAL AIRPORT SD US,9/20/1933,0,244,39,74.237
WATERTOWN REGIONAL AIRPORT SD US,9/21/1933,0,289,100,74.249
WATERTOWN REGIONAL AIRPORT SD US,9/22/1933,0,294,56,74.249
WATERTOWN REGIONAL AIRPORT SD US,9/23/1933,5,233,83,74.23
WATERTOWN REGIONAL AIRPORT SD US,9/24/1933,0,211,50,74.209
WATERTOWN REGIONAL AIRPORT SD US,9/25/1933,0,256,161,74.215
WATERTOWN REGIONAL AIRPORT SD US,9/26/1933,0,194,11,74.206
WATERTOWN REGIONAL AIRPORT SD US,9/27/1933,0,250,33,74.243
WATERTOWN REGIONAL AIRPORT SD US,9/28/1933,0,233,61,74.227
WATERTOWN REGIONAL AIRPORT SD US,9/29/1933,0,306,89,74.234
WATERTOWN REGIONAL AIRPORT SD US,9/30/1933,0,244,89,74.203
WATERTOWN REGIONAL AIRPORT SD US,10/1/1933,0,222,6,74.218
WATERTOWN REGIONAL AIRPORT SD US,10/2/1933,0,261,67,74.212
WATERTOWN REGIONAL AIRPORT SD US,10/3/1933,0,278,22,74.185
WATERTOWN REGIONAL AIRPORT SD US,10/4/1933,0,206,6,74.157
WATERTOWN REGIONAL AIRPORT SD US,10/5/1933,0,256,39,74.133
WATERTOWN REGIONAL AIRPORT SD US,10/6/1933,0,189,11,74.142
WATERTOWN REGIONAL AIRPORT SD US,10/7/1933,0,144,-22,74.133
WATERTOWN REGIONAL AIRPORT SD US,10/8/1933,0,156,-33,74.13
WATERTOWN REGIONAL AIRPORT SD US,10/9/1933,0,211,-28,74.124
WATERTOWN REGIONAL AIRPORT SD US,10/10/1933,0,222,22,74.136
WATERTOWN REGIONAL AIRPORT SD US,10/11/1933,0,161,44,74.118
WATERTOWN REGIONAL AIRPORT SD US,10/12/1933,0,94,-72,74.154
WATERTOWN REGIONAL AIRPORT SD US,10/13/1933,0,206,-11,74.139
WATERTOWN REGIONAL AIRPORT SD US,10/14/1933,0,317,22,74.124
WATERTOWN REGIONAL AIRPORT SD US,10/15/1933,0,222,67,74.121
WATERTOWN REGIONAL AIRPORT SD US,10/16/1933,0,122,17,74.087
WATERTOWN REGIONAL AIRPORT SD US,10/17/1933,0,133,-28,74.13
WATERTOWN REGIONAL AIRPORT SD US,10/18/1933,0,128,-56,74.124
WATERTOWN REGIONAL AIRPORT SD US,10/19/1933,0,111,6,74.084
WATERTOWN REGIONAL AIRPORT SD US,10/20/1933,0,128,-6,74.124
WATERTOWN REGIONAL AIRPORT SD US,10/21/1933,0,67,-17,74.051
WATERTOWN REGIONAL AIRPORT SD US,10/22/1933,0,67,-78,74.032
WATERTOWN REGIONAL AIRPORT SD US,10/23/1933,0,111,-11,74.063
WATERTOWN REGIONAL AIRPORT SD US,10/24/1933,0,67,-39,74.063
WATERTOWN REGIONAL AIRPORT SD US,10/25/1933,0,78,-78,74.13
WATERTOWN REGIONAL AIRPORT SD US,10/26/1933,0,50,-33,74.06
WATERTOWN REGIONAL AIRPORT SD US,10/27/1933,0,0,-78,74.075
WATERTOWN REGIONAL AIRPORT SD US,10/28/1933,8,156,-33,74.045
WATERTOWN REGIONAL AIRPORT SD US,10/29/1933,0,250,44,74.017
WATERTOWN REGIONAL AIRPORT SD US,10/30/1933,0,200,33,74.02
WATERTOWN REGIONAL AIRPORT SD US,10/31/1933,0,256,83,74.02
WATERTOWN REGIONAL AIRPORT SD US,11/1/1933,0,206,6,74.026
WATERTOWN REGIONAL AIRPORT SD US,11/2/1933,0,33,-33,74.023
WATERTOWN REGIONAL AIRPORT SD US,11/3/1933,0,6,-94,74.045
WATERTOWN REGIONAL AIRPORT SD US,11/4/1933,0,39,-33,74.029
WATERTOWN REGIONAL AIRPORT SD US,11/5/1933,20,11,-56,73.999
WATERTOWN REGIONAL AIRPORT SD US,11/6/1933,41,-17,-78,73.993
WATERTOWN REGIONAL AIRPORT SD US,11/7/1933,8,-39,-78,74.005
WATERTOWN REGIONAL AIRPORT SD US,11/8/1933,0,11,-83,74.032
WATERTOWN REGIONAL AIRPORT SD US,11/9/1933,0,-44,-161,73.999
WATERTOWN REGIONAL AIRPORT SD US,11/10/1933,0,33,-78,74.029
WATERTOWN REGIONAL AIRPORT SD US,11/11/1933,0,89,17,74.011
WATERTOWN REGIONAL AIRPORT SD US,11/12/1933,0,22,-67,73.996
WATERTOWN REGIONAL AIRPORT SD US,11/13/1933,0,111,-122,73.993
WATERTOWN REGIONAL AIRPORT SD US,11/14/1933,0,22,-78,73.996
WATERTOWN REGIONAL AIRPORT SD US,11/15/1933,0,-17,-144,74.008
WATERTOWN REGIONAL AIRPORT SD US,11/16/1933,0,28,-172,73.99
WATERTOWN REGIONAL AIRPORT SD US,11/17/1933,0,78,-22,73.953
WATERTOWN REGIONAL AIRPORT SD US,11/18/1933,0,89,-39,73.965
WATERTOWN REGIONAL AIRPORT SD US,11/19/1933,0,133,-22,73.959
WATERTOWN REGIONAL AIRPORT SD US,11/20/1933,0,161,-33,73.953
WATERTOWN REGIONAL AIRPORT SD US,11/21/1933,0,67,-56,73.895
WATERTOWN REGIONAL AIRPORT SD US,11/22/1933,5,-11,-44,73.944
WATERTOWN REGIONAL AIRPORT SD US,11/23/1933,0,72,-67,73.935
WATERTOWN REGIONAL AIRPORT SD US,11/24/1933,0,128,-22,73.944
WATERTOWN REGIONAL AIRPORT SD US,11/25/1933,5,94,-22,73.926
WATERTOWN REGIONAL AIRPORT SD US,11/26/1933,0,106,-67,73.932
WATERTOWN REGIONAL AIRPORT SD US,11/27/1933,0,83,11,73.984
WATERTOWN REGIONAL AIRPORT SD US,11/28/1933,0,28,-56,73.971
WATERTOWN REGIONAL AIRPORT SD US,11/29/1933,0,61,-39,73.935
WATERTOWN REGIONAL AIRPORT SD US,11/30/1933,0,83,-61,74.014
WATERTOWN REGIONAL AIRPORT SD US,12/1/1933,0,83,-67,74.014
WATERTOWN REGIONAL AIRPORT SD US,12/2/1933,33,89,6,73.971
WATERTOWN REGIONAL AIRPORT SD US,12/3/1933,0,128,17,73.935
WATERTOWN REGIONAL AIRPORT SD US,12/4/1933,0,44,-44,73.953
WATERTOWN REGIONAL AIRPORT SD US,12/5/1933,0,6,-111,73.941
WATERTOWN REGIONAL AIRPORT SD US,12/6/1933,0,39,-117,73.993
WATERTOWN REGIONAL AIRPORT SD US,12/7/1933,0,-22,-133,73.971
WATERTOWN REGIONAL AIRPORT SD US,12/8/1933,0,-50,-183,73.987
WATERTOWN REGIONAL AIRPORT SD US,12/9/1933,0,-11,-94,73.978
