"Date","WL.igldm","AWL.igldm"
"2012-06-15",74.9932666666667,74.9575219133333
"2012-06-16",74.984625,74.94976667
"2012-06-17",74.9180333333333,74.8900056858333
"2012-06-18",74.892225,74.8668446575
"2012-06-19",74.8966,74.8707708875
"2012-06-20",74.9004666666667,74.8742409275
"2012-06-21",74.8028333333333,74.7866223941667
"2012-06-22",74.67145,74.6687157866667
"2012-06-23",74.66385,74.66189536
"2012-06-24",74.6664666666667,74.6642436216667
"2012-06-25",74.6708916666667,74.6682147241667
"2012-06-26",74.879125,74.8550883958333
"2012-06-27",75.0765416666667,75.0322549283333
"2012-06-28",75.0658583333333,75.0226674433333
"2012-06-29",75.01345,74.9756349283333
"2012-06-30",75.0205666666667,74.9820215975
"2012-07-01",75.0618833333333,75.0191001825
"2012-07-02",75.088975,75.0434129058333
"2012-07-03",75.0679166666667,75.0245146425
"2012-07-04",75.011275,74.9736830291667
"2012-07-05",75.04675,75.00551916
"2012-07-06",75.03785,74.9975320841667
"2012-07-07",75.0244,74.9854617258333
"2012-07-08",75.0432166666667,75.0023482616667
"2012-07-09",75.0583333333333,75.0159143258333
"2012-07-10",75.063475,75.0205285833333
"2012-07-11",75.0909,75.0451404458333
"2012-07-12",75.0771333333333,75.0327859033333
"2012-07-13",75.0682333333333,75.0247988275
"2012-07-14",75.049575,75.0080543833333
"2012-07-15",75.0018166666667,74.9651948908333
"2012-07-16",74.945125,74.9143184058333
"2012-07-17",74.8783833333333,74.8544228058333
"2012-07-18",74.9396,74.9093601375
"2012-07-19",74.97865,74.9444045575
"2012-07-20",74.9781,74.9439109766667
"2012-07-21",74.964975,74.93213228
"2012-07-22",74.9452,74.9143857133333
"2012-07-23",74.8758083333333,74.8521119391667
"2012-07-24",74.8214333333333,74.8033144875
"2012-07-25",74.8651416666667,74.8425394108333
"2012-07-26",74.800825,74.7848200658333
"2012-07-27",74.8825083333333,74.8581246825
"2012-07-28",74.93375,74.9041102033333
"2012-07-29",74.937375,74.9073633658333
"2012-07-30",74.9236166666667,74.8950163033333
"2012-07-31",74.8871,74.8622453558333
"2012-08-01",74.9208833333333,74.8925633425
"2012-08-02",74.9195166666667,74.8913368633333
"2012-08-03",74.9489,74.9177061816667
"2012-08-04",74.9747666666667,74.9409195608333
"2012-08-05",74.912575,74.8851072416667
"2012-08-06",74.9574833333333,74.9254090766667
"2012-08-07",74.928225,74.8991519333333
"2012-08-08",74.911275,74.8839405891667
"2012-08-09",74.8988583333333,74.8727975716667
"2012-08-10",74.8694166666667,74.8463759016667
"2012-08-11",74.8812666666667,74.8570103825
"2012-08-12",74.9080916666667,74.8810837891667
"2012-08-13",74.923975,74.8953378791667
"2012-08-14",74.9083166666667,74.8812857116667
"2012-08-15",74.917275,74.8893251366667
"2012-08-16",74.9115,74.8841425091667
"2012-08-17",74.85655,74.8348290408333
"2012-08-18",74.9000166666667,74.8738370891667
"2012-08-19",74.896925,74.87106255
"2012-08-20",74.8701666666667,74.8470489691667
"2012-08-21",74.9055916666667,74.8788402283333
"2012-08-22",74.9248,74.8960782558333
"2012-08-23",74.934925,74.9051646791667
"2012-08-24",74.9638166666667,74.9310927633333
"2012-08-25",74.978825,74.9445616083333
"2012-08-26",74.9847583333333,74.9498863266667
"2012-08-27",74.9139333333333,74.886326245
"2012-08-28",74.8767833333333,74.8529869291667
"2012-08-29",74.916675,74.8887866816667
"2012-08-30",74.9044083333333,74.8777782766667
"2012-08-31",74.8672,74.84438661
"2012-09-01",74.9304916666667,74.9011860966667
"2012-09-02",74.9360833333333,74.9062041933333
"2012-09-03",74.93,74.9007448625
"2012-09-04",74.8812,74.8569505525
"2012-09-05",74.851725,74.8304989683333
"2012-09-06",74.84905,74.8280983566667
"2012-09-07",74.8664833333333,74.843743455
"2012-09-08",74.757025,74.7455128783333
"2012-09-09",74.8604416666667,74.8383215166667
"2012-09-10",74.9356416666667,74.9058078316667
"2012-09-11",74.9769916666667,74.9429163308333
"2012-09-12",74.9916416666667,74.9560635975
"2012-09-13",74.9917,74.9561159475
"2012-09-14",74.9474833333333,74.9164348325
"2012-09-15",74.9542416666667,74.9224999258333
"2012-09-16",74.9403916666667,74.9100705975
"2012-09-17",74.898975,74.8729022708333
"2012-09-18",74.785875,74.7714035725
"2012-09-19",74.9359333333333,74.90606958
"2012-09-20",74.9602,74.9278470783333
"2012-09-21",74.9109833333333,74.8836788425
"2012-09-22",74.8542833333333,74.8327948791667
"2012-09-23",74.9299833333333,74.9007299058333
"2012-09-24",74.9524916666667,74.9209294316667
"2012-09-25",74.916225,74.8883828416667
"2012-09-26",74.9122083333333,74.8847781858333
"2012-09-27",74.993525,74.9577537483333
"2012-09-28",74.9555833333333,74.92370397
"2012-09-29",74.9186083333333,74.8905217041667
"2012-09-30",74.8723416666667,74.8490008675
"2012-10-01",74.8526916666667,74.8313664791667
"2012-10-02",74.9227583333333,74.8942460133333
"2012-10-03",74.9580833333333,74.92594753
"2012-10-04",74.9679333333333,74.9347871608333
"2012-10-05",74.9173083333333,74.8893550525
"2012-10-06",74.9075583333333,74.8806051625
"2012-10-07",74.98645,74.9514044691667
"2012-10-08",75.0368916666667,74.9966720516667
"2012-10-09",75.0243833333333,74.9854467666667
"2012-10-10",74.914375,74.886722605
"2012-10-11",74.9736666666667,74.939932395
"2012-10-12",75.0412,75.000538455
"2012-10-13",75.0814833333333,75.0366896991667
"2012-10-14",74.9428166666667,74.9122468533333
"2012-10-15",74.8539666666667,74.8325106941667
"2012-10-16",74.9275833333333,74.8985760858333
