"Date","WL.igldm","AWL.igldm"
"2013-04-16",74.54025,74.688784245625
"2013-04-17",74.6015,74.7470509883333
"2013-04-18",74.5415,74.6899733629167
"2013-04-19",74.57275,74.7197012941667
"2013-04-20",74.6744166666667,74.8164161595833
"2013-04-21",74.6148333333333,74.759734905
"2013-04-22",74.5923333333333,74.7383307954167
"2013-04-23",74.5956666666667,74.7415017754167
"2013-04-24",74.6123333333333,74.7573566708333
"2013-04-25",74.6544166666667,74.7973902845833
"2013-04-26",74.6431666666667,74.7866882295833
"2013-04-27",74.6235833333333,74.7680587270833
"2013-04-28",74.62025,74.76488774625
"2013-04-29",74.6256666666667,74.77004058875
"2013-04-30",74.629,74.7732115691667
"2013-05-01",74.6348333333333,74.7787607829167
"2013-05-02",74.6394166666667,74.7831208804167
"2013-05-03",74.6419166666667,74.7854991133333
"2013-05-04",74.6419166666667,74.78549911375
"2013-05-05",74.6431666666667,74.7866882304167
"2013-05-06",74.639,74.7827245058333
"2013-05-07",74.64275,74.7862918575
"2013-05-08",74.6415,74.78510274125
"2013-05-09",74.6485833333333,74.79184107
"2013-05-10",74.6469166666667,74.7902555808333
"2013-05-11",74.6856666666667,74.8271182158333
"2013-05-12",74.7048333333333,74.8453513445833
"2013-05-13",74.7335833333333,74.8727010404167
"2013-05-14",74.6919166666667,74.8330638
"2013-05-15",74.6819166666667,74.8235508645833
"2013-05-16",74.7060833333333,74.8465404625
"2013-05-17",74.6948333333333,74.835838405
"2013-05-18",74.6823333333333,74.8239472358333
"2013-05-19",74.669,74.81126332
"2013-05-20",74.6765,74.8183980245833
"2013-05-21",74.69275,74.8338565441667
"2013-05-22",74.7073333333333,74.84772958
"2013-05-23",74.7394166666667,74.8782502525
"2013-05-24",74.7610833333333,74.8988616170833
"2013-05-25",74.7785833333333,74.9155092575
"2013-05-26",74.7744166666667,74.9115455325
"2013-05-27",74.764,74.9016362258333
"2013-05-28",74.7398333333333,74.878646625
"2013-05-29",74.7469166666667,74.8853849575
"2013-05-30",74.76025,74.89806887625
"2013-05-31",74.7623333333333,74.90005073625
"2013-06-01",74.7581666666667,74.89608701375
"2013-06-02",74.92525,75.05503234375
"2013-06-03",75.0623333333333,75.1854388629167
"2013-06-04",74.9931666666667,75.119641045
"2013-06-05",74.9319166666667,75.0613743033333
"2013-06-06",74.8919166666667,75.0233225541667
"2013-06-07",74.9406666666667,75.0696981225
"2013-06-08",75.0123333333333,75.1378741745833
"2013-06-09",75.0019166666667,75.1279648666667
"2013-06-10",74.9710833333333,75.0986333091667
"2013-06-11",75.0715,75.1941590558333
"2013-06-12",75.2344166666667,75.3491406645833
"2013-06-13",75.1515,75.2702625575
"2013-06-14",75.084,75.2060502275
"2013-06-15",75.0456666666667,75.1695839670833
"2013-06-16",75.0248333333333,75.149765345
"2013-06-17",75.029,75.15372907
"2013-06-18",75.029,75.15372907
"2013-06-19",75.0206666666667,75.1458016204167
"2013-06-20",75.0085833333333,75.1343068254167
"2013-06-21",74.9981666666667,75.124397515
"2013-06-22",74.9894166666667,75.1160736925
"2013-06-23",74.99525,75.1216229075
"2013-06-24",74.9923333333333,75.1188483
"2013-06-25",74.9881666666667,75.114884575
"2013-06-26",74.9873333333333,75.11409183
"2013-06-27",74.9819166666667,75.1089389875
"2013-06-28",74.9898333333333,75.1164700654167
